PDB,CDB,Oracle_Home,Compartment_Name,CDB_ID,Compartment_ID
PDB_FAKE_49,CDB_FAKE_37,dbhome-jvb1921,CompartmentDemo,ocid1.database.oc1.eu-frankfurt-1.antheljrvwun52iav22o27td4cuxu7mfrgvsd7qvo53yacm5iyxdcehozqoq,ocid1.compartment.oc1..aaaaaaaaay4x2z23bzlup7o6gmksl5sbhxnc2st5ifq6sg4hxpdulXXXXX
PDB_FAKE_5,CDB_FAKE_31,ap-dbhome-19-24,CompartmentDemo,ocid1.database.oc1.eu-frankfurt-1.antheljrvwun52ia4fedfjmrvckgc3xyisnbjdqpdihnftdrrbib7zz6s53q,ocid1.compartment.oc1..aaaaaaaaay4x2z23bzlup7o6gmksl5sbhxnc2st5ifq6sg4hxpdulXXXXX
PDB_FAKE_5,CDB_FAKE_55,mdoe-dbhome1-1918,CompartmentDemo,ocid1.database.oc1.eu-frankfurt-1.antheljrvwun52iaia7opvbhube7npei2x5fegnq2qy3imn53wmrp4nsyhnq,ocid1.compartment.oc1..aaaaaaaaay4x2z23bzlup7o6gmksl5sbhxnc2st5ifq6sg4hxpdulXXXXX
PDB_FAKE_5,CDB_FAKE_56,ap-dbhome-19c,CompartmentDemo,ocid1.database.oc1.eu-frankfurt-1.antheljrvwun52iay37devo4i56molchzsfujn7weeu5gyx7yqrlqfoibz2q,ocid1.compartment.oc1..aaaaaaaaay4x2z23bzlup7o6gmksl5sbhxnc2st5ifq6sg4hxpdulXXXXX
PDB_FAKE_17,CDB_FAKE_57,au-dbhome-19c,CompartmentDemo,ocid1.database.oc1.eu-frankfurt-1.antheljrvwun52ia5sfag3xm7una3qmdwr32efxboh6rqv2ztnvcb2u4od3a,ocid1.compartment.oc1..aaaaaaaaay4x2z23bzlup7o6gmksl5sbhxnc2st5ifq6sg4hxpdulXXXXX
PDB_FAKE_50,CDB_FAKE_20,dbhome-llopezf,CompartmentDemo,ocid1.database.oc1.eu-frankfurt-1.antheljrvwun52iams4sf66bwbyggfzay2svqigcgkpm7fnki7cah75o7o2q,ocid1.compartment.oc1..aaaaaaaaay4x2z23bzlup7o6gmksl5sbhxnc2st5ifq6sg4hxpdulXXXXX
PDB_FAKE_5,CDB_FAKE_17,au-dbhome-23ai,CompartmentDemo,ocid1.database.oc1.eu-frankfurt-1.antheljrvwun52iavrclfuof5xwdwnkk2ihxwthxrggmavubx6j2e4rvd6bq,ocid1.compartment.oc1..aaaaaaaaay4x2z23bzlup7o6gmksl5sbhxnc2st5ifq6sg4hxpdulXXXXX
PDB_FAKE_51,CDB_FAKE_58,esdbhome,CompartmentDemo,ocid1.database.oc1.eu-frankfurt-1.antheljrvwun52ialkqhkdb25intgumnpmy7b55s6ohyxgm2jbxvt7bb6huq,ocid1.compartment.oc1..aaaaaaaaay4x2z23bzlup7o6gmksl5sbhxnc2st5ifq6sg4hxpdulXXXXX
PDB_FAKE_52,CDB_FAKE_13,rw_home,CompartmentDemo,ocid1.database.oc1.eu-frankfurt-1.antheljrvwun52iarwoknlbmd6ul37sp3nk7pqkycngw7fc5eebbrv366s5q,ocid1.compartment.oc1..aaaaaaaaay4x2z23bzlup7o6gmksl5sbhxnc2st5ifq6sg4hxpdulXXXXX
PDB_FAKE_53,CDB_FAKE_16,mdoe-dbhome1-1920,CompartmentDemo,ocid1.database.oc1.eu-frankfurt-1.antheljrvwun52ia6fkji7z3leb3e5gnpw36xpshv7afhpkqvhfpfod3whda,ocid1.compartment.oc1..aaaaaaaaay4x2z23bzlup7o6gmksl5sbhxnc2st5ifq6sg4hxpdulXXXXX
PDB_FAKE_54,CDB_FAKE_13,rw_home,CompartmentDemo,ocid1.database.oc1.eu-frankfurt-1.antheljrvwun52iarwoknlbmd6ul37sp3nk7pqkycngw7fc5eebbrv366s5q,ocid1.compartment.oc1..aaaaaaaaay4x2z23bzlup7o6gmksl5sbhxnc2st5ifq6sg4hxpdulXXXXX
PDB_FAKE_5,CDB_FAKE_26,sn-dbhome-19-19,CompartmentDemo,ocid1.database.oc1.eu-frankfurt-1.antheljrvwun52ia4r2d5vu6hofrv7jrqyat23nxck75k7mbw2zqfbcpusqq,ocid1.compartment.oc1..aaaaaaaaay4x2z23bzlup7o6gmksl5sbhxnc2st5ifq6sg4hxpdulXXXXX
PDB_FAKE_5,CDB_FAKE_59,mdoe-dbhome1-1918,CompartmentDemo,ocid1.database.oc1.eu-frankfurt-1.antheljrvwun52ian3rabwpcb6qgi2vaysnzkiri27yhc5gb674viq2qglqq,ocid1.compartment.oc1..aaaaaaaaay4x2z23bzlup7o6gmksl5sbhxnc2st5ifq6sg4hxpdulXXXXX
PDB_FAKE_5,CDB_FAKE_41,OraHome58,CompartmentDemo,ocid1.database.oc1.eu-frankfurt-1.antheljrvwun52iabiqjlzoent4nejlxxaqheittpiizesb5qzn7uy5whpzq,ocid1.compartment.oc1..aaaaaaaaay4x2z23bzlup7o6gmksl5sbhxnc2st5ifq6sg4hxpdulXXXXX
PDB_FAKE_55,CDB_FAKE_40,JensHome_19c_001,CompartmentDemo,ocid1.database.oc1.eu-frankfurt-1.antheljrvwun52ia62x4tucblh335tacciqc3uyxo7behh2coq3naajdu52a,ocid1.compartment.oc1..aaaaaaaaay4x2z23bzlup7o6gmksl5sbhxnc2st5ifq6sg4hxpdulXXXXX
PDB_FAKE_5,CDB_FAKE_1,dbhome20240610073627,CompartmentDemo,ocid1.database.oc1.eu-frankfurt-1.antheljrvwun52iaknzgjiwtqgof6kb2rhp4a27pfgqthd3bqu3u7s327x2a,ocid1.compartment.oc1..aaaaaaaaay4x2z23bzlup7o6gmksl5sbhxnc2st5ifq6sg4hxpdulXXXXX
PDB_FAKE_56,CDB_FAKE_13,rw_home,CompartmentDemo,ocid1.database.oc1.eu-frankfurt-1.antheljrvwun52iarwoknlbmd6ul37sp3nk7pqkycngw7fc5eebbrv366s5q,ocid1.compartment.oc1..aaaaaaaaay4x2z23bzlup7o6gmksl5sbhxnc2st5ifq6sg4hxpdulXXXXX
PDB_FAKE_57,CDB_FAKE_40,JensHome_19c_001,CompartmentDemo,ocid1.database.oc1.eu-frankfurt-1.antheljrvwun52ia62x4tucblh335tacciqc3uyxo7behh2coq3naajdu52a,ocid1.compartment.oc1..aaaaaaaaay4x2z23bzlup7o6gmksl5sbhxnc2st5ifq6sg4hxpdulXXXXX
PDB_FAKE_13,CDB_FAKE_60,JensHome_19c_001,CompartmentDemo,ocid1.database.oc1.eu-frankfurt-1.antheljrvwun52ia45vb7obfleps5npjid55q6gkbry2gixtbsfbdoq5hurq,ocid1.compartment.oc1..aaaaaaaaay4x2z23bzlup7o6gmksl5sbhxnc2st5ifq6sg4hxpdulXXXXX
PDB_FAKE_58,CDB_FAKE_20,dbhome-llopezf,CompartmentDemo,ocid1.database.oc1.eu-frankfurt-1.antheljrvwun52iams4sf66bwbyggfzay2svqigcgkpm7fnki7cah75o7o2q,ocid1.compartment.oc1..aaaaaaaaay4x2z23bzlup7o6gmksl5sbhxnc2st5ifq6sg4hxpdulXXXXX
PDB_FAKE_59,CDB_FAKE_13,rw_home,CompartmentDemo,ocid1.database.oc1.eu-frankfurt-1.antheljrvwun52iarwoknlbmd6ul37sp3nk7pqkycngw7fc5eebbrv366s5q,ocid1.compartment.oc1..aaaaaaaaay4x2z23bzlup7o6gmksl5sbhxnc2st5ifq6sg4hxpdulXXXXX
PDB_FAKE_5,CDB_FAKE_61,dbhome-236,CompartmentDemo,ocid1.database.oc1.eu-frankfurt-1.antheljrvwun52iaagtcxqomsyy7nj55zfydbjukfvvhiomlw74au7ajiqma,ocid1.compartment.oc1..aaaaaaaaay4x2z23bzlup7o6gmksl5sbhxnc2st5ifq6sg4hxpdulXXXXX
